timestamp,username,action,success
2025-07-01 18:09:00,steven.johns,logout,True
2025-07-01 18:11:00,nicholas.page,logout,True
2025-07-01 18:14:00,jerry.tyler,logout,True
2025-07-01 18:18:00,lisa.garcia,logout,True
2025-07-01 18:21:00,dana.duncan,logout,True
2025-07-01 18:29:00,renee.flores,logout,True
2025-07-01 18:30:00,douglas.hunt,logout,True
2025-07-01 18:32:00,ronald.butler,logout,True
2025-07-01 18:32:00,pamela.adams,logout,True
2025-07-01 18:44:00,latoya.griffith,logout,True
2025-07-01 18:44:00,joseph.alvarez,logout,True
2025-07-01 18:45:00,joshua.payne,logout,True
2025-07-01 18:47:00,jose.howard,logout,True
2025-07-01 18:52:00,michelle.perez,logout,True
2025-07-01 18:52:00,angela.montgomery,logout,True
2025-07-01 18:58:00,christina.ortega,logout,True
2025-07-01 19:00:00,keith.terry,logout,True
2025-07-01 19:11:00,jacob.collins,logout,True
2025-07-01 19:13:00,george.york,logout,True
2025-07-01 19:14:00,wesley.morgan,logout,True
2025-07-01 19:15:00,stephen.ellis,logout,True
2025-07-01 19:17:00,paula.church,logout,True
2025-07-01 19:19:00,shelly.scott,logout,True
2025-07-01 19:22:00,vincent.bowman,logout,True
2025-07-01 19:35:00,victoria.garrett,logout,True
2025-07-01 19:35:00,cindy.beard,logout,True
2025-07-01 19:36:00,charles.kirk,logout,True
2025-07-01 19:46:00,kimberly.gonzalez,logout,True
2025-07-01 20:06:00,thomas.thompson,logout,True
2025-07-01 20:10:00,deanna.boyle,logout,True
2025-07-01 20:17:00,scott.spencer,logout,True
2025-07-01 20:26:00,joanna.wood,logout,True
2025-07-01 21:51:00,juan.cole,login,False
2025-07-02 08:03:00,keith.terry,login,True
2025-07-02 08:03:00,jason.reed,login,True
2025-07-02 08:04:00,joseph.alvarez,login,True
2025-07-02 08:08:00,george.york,login,True
2025-07-02 08:08:00,wesley.morgan,login,True
2025-07-02 08:09:00,joanna.wood,login,True
2025-07-02 08:13:00,jasmine.mendez,login,True
2025-07-02 08:14:00,victoria.garrett,login,True
2025-07-02 08:16:00,amanda.wolfe,login,True
2025-07-02 08:21:00,christina.ortega,login,True
2025-07-02 08:24:00,susan.snyder,login,True
2025-07-02 08:26:00,jose.howard,login,True
2025-07-02 08:37:00,janet.brooks,login,True
2025-07-02 08:37:00,shelly.scott,login,True
2025-07-02 08:40:00,pamela.adams,login,True
2025-07-02 08:49:00,david.carson,login,True
2025-07-02 08:49:00,scott.spencer,login,True
2025-07-02 08:50:00,julie.cervantes,login,True
2025-07-02 08:54:00,vincent.bowman,login,True
2025-07-02 08:58:00,steven.johns,login,True
2025-07-02 09:00:00,thomas.thompson,login,True
2025-07-02 09:01:00,kimberly.gonzalez,login,True
2025-07-02 09:04:00,angela.montgomery,login,True
2025-07-02 09:13:00,renee.flores,login,True
2025-07-02 09:14:00,cindy.beard,login,True
2025-07-02 09:16:00,juan.cole,login,True
2025-07-02 09:21:00,bradley.whitney,login,True
2025-07-02 09:23:00,michelle.perez,login,True
2025-07-02 09:25:00,alex.doe,login,True
2025-07-02 09:31:00,molly.williams,login,True
2025-07-02 09:35:00,stephen.ellis,login,True
2025-07-02 09:57:00,seth.ballard.md,login,True
2025-07-02 09:58:00,dana.duncan,login,True
2025-07-02 10:03:00,rachel.wright,login,True
2025-07-02 10:05:00,james.gross,login,True
2025-07-02 10:14:00,douglas.hunt,login,True
2025-07-02 10:14:00,deanna.boyle,login,True
2025-07-02 10:18:00,joshua.payne,login,True
2025-07-02 10:34:00,paula.church,login,True
2025-07-02 10:40:00,nicholas.page,login,True
2025-07-02 10:40:00,ebony.torres,login,True
2025-07-02 10:41:00,anne.haley,login,True
2025-07-02 10:42:00,ronald.butler,login,True
2025-07-02 10:43:00,jacob.collins,login,True
2025-07-02 10:48:00,jerry.tyler,login,True
2025-07-02 10:57:00,mrs..heather.robertson,login,True
2025-07-02 10:57:00,latoya.griffith,login,True
2025-07-02 10:58:00,kevin.guzman,login,True
2025-07-02 13:09:00,julie.cervantes,login,False
2025-07-02 16:12:00,george.york,logout,True
2025-07-02 16:23:00,jasmine.mendez,logout,True
2025-07-02 16:33:00,wesley.morgan,logout,True
2025-07-02 16:35:00,christina.ortega,logout,True
2025-07-02 16:38:00,keith.terry,logout,True
2025-07-02 16:44:00,jose.howard,logout,True
2025-07-02 16:53:00,amanda.wolfe,logout,True
2025-07-02 17:02:00,janet.brooks,logout,True
2025-07-02 17:08:00,shelly.scott,logout,True
2025-07-02 17:15:00,david.carson,logout,True
2025-07-02 17:21:00,pamela.adams,logout,True
2025-07-02 17:28:00,julie.cervantes,logout,True
2025-07-02 17:29:00,joseph.alvarez,logout,True
2025-07-02 17:30:00,victoria.garrett,logout,True
2025-07-02 17:32:00,scott.spencer,logout,True
2025-07-02 17:39:00,cindy.beard,logout,True
2025-07-02 17:40:00,stephen.ellis,logout,True
2025-07-02 17:42:00,steven.johns,logout,True
2025-07-02 17:43:00,joanna.wood,logout,True
2025-07-02 17:52:00,susan.snyder,logout,True
2025-07-02 17:59:00,jason.reed,logout,True
2025-07-02 18:02:00,molly.williams,logout,True
2025-07-02 18:08:00,renee.flores,logout,True
2025-07-02 18:09:00,michelle.perez,logout,True
2025-07-02 18:10:00,kimberly.gonzalez,logout,True
2025-07-02 18:12:00,vincent.bowman,logout,True
2025-07-02 18:17:00,juan.cole,logout,True
2025-07-02 18:43:00,alex.doe,logout,True
2025-07-02 18:43:00,rachel.wright,logout,True
2025-07-02 18:47:00,douglas.hunt,logout,True
2025-07-02 18:51:00,thomas.thompson,logout,True
2025-07-02 18:59:00,angela.montgomery,logout,True
2025-07-02 19:00:00,mrs..heather.robertson,logout,True
2025-07-02 19:00:00,latoya.griffith,logout,True
2025-07-02 19:01:00,jerry.tyler,logout,True
2025-07-02 19:01:00,ronald.butler,logout,True
2025-07-02 19:11:00,ebony.torres,logout,True
2025-07-02 19:11:00,bradley.whitney,logout,True
2025-07-02 19:17:00,anne.haley,logout,True
2025-07-02 19:19:00,kevin.guzman,logout,True
2025-07-02 19:28:00,stephen.ellis,login,False
2025-07-02 19:32:00,deanna.boyle,logout,True
2025-07-02 19:38:00,seth.ballard.md,logout,True
2025-07-02 19:44:00,dana.duncan,logout,True
2025-07-02 19:54:00,james.gross,logout,True
2025-07-02 19:56:00,paula.church,logout,True
2025-07-02 20:04:00,jacob.collins,logout,True
2025-07-02 20:15:00,joshua.payne,logout,True
2025-07-02 20:37:00,nicholas.page,logout,True
2025-07-03 08:09:00,dana.duncan,login,True
2025-07-03 08:19:00,jose.howard,login,True
2025-07-03 08:19:00,stephen.ellis,login,True
2025-07-03 08:20:00,anne.haley,login,True
2025-07-03 08:25:00,angela.montgomery,login,True
2025-07-03 08:32:00,vincent.bowman,login,True
2025-07-03 08:41:00,juan.cole,login,True
2025-07-03 08:46:00,kimberly.gonzalez,login,True
2025-07-03 08:47:00,douglas.hunt,login,True
2025-07-03 08:48:00,amanda.wolfe,login,True
2025-07-03 08:53:00,christina.ortega,login,True
2025-07-03 08:56:00,david.carson,login,True
2025-07-03 09:00:00,pamela.adams,login,True
2025-07-03 09:00:00,cindy.beard,login,True
2025-07-03 09:02:00,thomas.thompson,login,True
2025-07-03 09:06:00,joanna.wood,login,True
2025-07-03 09:08:00,ronald.butler,login,True
2025-07-03 09:16:00,bradley.whitney,login,True
2025-07-03 09:21:00,shelly.scott,login,True
2025-07-03 09:30:00,keith.terry,login,True
2025-07-03 09:32:00,lisa.garcia,login,True
2025-07-03 09:32:00,janet.brooks,login,True
2025-07-03 09:33:00,mrs..heather.robertson,login,True
2025-07-03 09:39:00,scott.spencer,login,True
2025-07-03 09:42:00,charles.kirk,login,True
2025-07-03 09:43:00,renee.flores,login,True
2025-07-03 09:52:00,steven.johns,login,True
2025-07-03 09:52:00,james.gross,login,True
2025-07-03 09:56:00,deanna.boyle,login,True
2025-07-03 10:03:00,latoya.griffith,login,True
2025-07-03 10:07:00,jasmine.mendez,login,True
2025-07-03 10:07:00,paula.church,login,True
2025-07-03 10:08:00,michelle.perez,login,True
2025-07-03 10:18:00,jerry.tyler,login,True
2025-07-03 10:18:00,seth.ballard.md,login,True
2025-07-03 10:19:00,rachel.wright,login,True
2025-07-03 10:21:00,joshua.payne,login,True
2025-07-03 10:21:00,jacob.collins,login,True
2025-07-03 10:23:00,victoria.garrett,login,True
2025-07-03 10:24:00,wesley.morgan,login,True
2025-07-03 10:28:00,susan.snyder,login,True
2025-07-03 10:28:00,nicholas.page,login,True
2025-07-03 10:29:00,kevin.guzman,login,True
2025-07-03 10:31:00,molly.williams,login,True
2025-07-03 10:36:00,george.york,login,True
2025-07-03 10:37:00,julie.cervantes,login,True
2025-07-03 10:40:00,jason.reed,login,True
2025-07-03 10:52:00,alex.doe,login,True
2025-07-03 10:52:00,joseph.alvarez,login,True
2025-07-03 10:56:00,ebony.torres,login,True
2025-07-03 14:17:00,juan.cole,login,False
2025-07-03 16:30:00,jose.howard,logout,True
2025-07-03 16:36:00,anne.haley,logout,True
2025-07-03 16:44:00,anne.haley,login,False
2025-07-03 16:46:00,stephen.ellis,logout,True
2025-07-03 17:00:00,christina.ortega,logout,True
2025-07-03 17:09:00,vincent.bowman,logout,True
2025-07-03 17:15:00,douglas.hunt,logout,True
2025-07-03 17:21:00,amanda.wolfe,logout,True
2025-07-03 17:29:00,bradley.whitney,logout,True
2025-07-03 17:33:00,cindy.beard,logout,True
2025-07-03 17:48:00,keith.terry,logout,True
2025-07-03 17:49:00,dana.duncan,logout,True
2025-07-03 17:50:00,shelly.scott,logout,True
2025-07-03 17:52:00,charles.kirk,logout,True
2025-07-03 17:56:00,kimberly.gonzalez,logout,True
2025-07-03 17:57:00,angela.montgomery,logout,True
2025-07-03 17:57:00,steven.johns,logout,True
2025-07-03 17:59:00,joanna.wood,logout,True
2025-07-03 18:00:00,mrs..heather.robertson,logout,True
2025-07-03 18:00:00,janet.brooks,logout,True
2025-07-03 18:00:00,david.carson,logout,True
2025-07-03 18:01:00,scott.spencer,logout,True
2025-07-03 18:01:00,juan.cole,logout,True
2025-07-03 18:04:00,pamela.adams,logout,True
2025-07-03 18:17:00,jasmine.mendez,logout,True
2025-07-03 18:20:00,james.gross,logout,True
2025-07-03 18:29:00,ronald.butler,logout,True
2025-07-03 18:39:00,lisa.garcia,logout,True
2025-07-03 18:44:00,rachel.wright,logout,True
2025-07-03 18:49:00,thomas.thompson,logout,True
2025-07-03 18:49:00,victoria.garrett,logout,True
2025-07-03 18:57:00,alex.doe,logout,True
2025-07-03 19:00:00,molly.williams,logout,True
2025-07-03 19:01:00,deanna.boyle,logout,True
2025-07-03 19:10:00,latoya.griffith,logout,True
2025-07-03 19:19:00,paula.church,logout,True
2025-07-03 19:23:00,jacob.collins,logout,True
2025-07-03 19:28:00,renee.flores,logout,True
2025-07-03 19:43:00,susan.snyder,logout,True
2025-07-03 19:47:00,joseph.alvarez,logout,True
2025-07-03 20:01:00,seth.ballard.md,logout,True
2025-07-03 20:06:00,michelle.perez,logout,True
2025-07-03 20:08:00,kevin.guzman,logout,True
2025-07-03 20:08:00,wesley.morgan,logout,True
2025-07-03 20:08:00,ebony.torres,logout,True
2025-07-03 20:09:00,joshua.payne,logout,True
2025-07-03 20:09:00,jason.reed,logout,True
2025-07-03 20:11:00,jerry.tyler,logout,True
2025-07-03 20:12:00,julie.cervantes,logout,True
2025-07-03 20:21:00,nicholas.page,logout,True
2025-07-03 20:27:00,george.york,logout,True
2025-07-04 01:51:00,joanna.wood,login,False
2025-07-04 03:21:00,mrs..heather.robertson,login,False
2025-07-04 08:02:00,george.york,login,True
2025-07-04 08:06:00,janet.brooks,login,True
2025-07-04 08:08:00,wesley.morgan,login,True
2025-07-04 08:24:00,michelle.perez,login,False
2025-07-04 08:41:00,angela.montgomery,login,True
2025-07-04 08:43:00,joseph.alvarez,login,True
2025-07-04 08:44:00,molly.williams,login,True
2025-07-04 08:54:00,rachel.wright,login,True
2025-07-04 08:55:00,charles.kirk,login,True
2025-07-04 09:09:00,bradley.whitney,login,True
2025-07-04 09:10:00,steven.johns,login,True
2025-07-04 09:11:00,lisa.garcia,login,True
2025-07-04 09:12:00,joanna.wood,login,True
2025-07-04 09:22:00,michelle.perez,login,True
2025-07-04 09:28:00,james.gross,login,True
2025-07-04 09:29:00,renee.flores,login,True
2025-07-04 09:31:00,anne.haley,login,True
2025-07-04 09:31:00,alex.doe,login,True
2025-07-04 09:35:00,joshua.payne,login,True
2025-07-04 09:35:00,susan.snyder,login,True
2025-07-04 09:36:00,ronald.butler,login,True
2025-07-04 09:39:00,kimberly.gonzalez,login,True
2025-07-04 09:40:00,shelly.scott,login,True
2025-07-04 09:44:00,jasmine.mendez,login,True
2025-07-04 09:50:00,david.carson,login,True
2025-07-04 09:50:00,cindy.beard,login,True
2025-07-04 09:55:00,keith.terry,login,True
2025-07-04 09:57:00,julie.cervantes,login,True
2025-07-04 10:03:00,jacob.collins,login,True
2025-07-04 10:05:00,nicholas.page,login,True
2025-07-04 10:11:00,pamela.adams,login,True
2025-07-04 10:11:00,amanda.wolfe,login,True
2025-07-04 10:14:00,jason.reed,login,True
2025-07-04 10:18:00,ebony.torres,login,True
2025-07-04 10:19:00,dana.duncan,login,True
2025-07-04 10:25:00,christina.ortega,login,True
2025-07-04 10:29:00,thomas.thompson,login,True
2025-07-04 10:29:00,stephen.ellis,login,True
2025-07-04 10:29:00,deanna.boyle,login,True
2025-07-04 10:42:00,juan.cole,login,True
2025-07-04 10:47:00,latoya.griffith,login,True
2025-07-04 10:47:00,paula.church,login,True
2025-07-04 10:54:00,seth.ballard.md,login,True
2025-07-04 10:58:00,scott.spencer,login,True
2025-07-04 10:58:00,cindy.beard,login,False
2025-07-04 11:34:00,juan.cole,login,False
2025-07-04 16:25:00,george.york,logout,True
2025-07-04 16:57:00,joseph.alvarez,logout,True
2025-07-04 17:04:00,rachel.wright,logout,True
2025-07-04 17:14:00,janet.brooks,logout,True
2025-07-04 17:23:00,angela.montgomery,logout,True
2025-07-04 17:23:00,wesley.morgan,logout,True
2025-07-04 17:28:00,michelle.perez,logout,True
2025-07-04 17:56:00,charles.kirk,logout,True
2025-07-04 17:56:00,kimberly.gonzalez,logout,True
2025-07-04 17:59:00,joanna.wood,logout,True
2025-07-04 18:05:00,anne.haley,logout,True
2025-07-04 18:08:00,keith.terry,logout,True
2025-07-04 18:09:00,renee.flores,logout,True
2025-07-04 18:13:00,wesley.morgan,login,False
2025-07-04 18:21:00,ebony.torres,logout,True
2025-07-04 18:22:00,jason.reed,logout,True
2025-07-04 18:33:00,molly.williams,logout,True
2025-07-04 18:35:00,stephen.ellis,logout,True
2025-07-04 18:39:00,ronald.butler,logout,True
2025-07-04 18:41:00,susan.snyder,logout,True
2025-07-04 18:46:00,julie.cervantes,logout,True
2025-07-04 18:48:00,lisa.garcia,logout,True
2025-07-04 18:48:00,cindy.beard,logout,True
2025-07-04 18:50:00,alex.doe,logout,True
2025-07-04 18:53:00,jasmine.mendez,logout,True
2025-07-04 18:53:00,james.gross,logout,True
2025-07-04 18:58:00,david.carson,logout,True
2025-07-04 19:04:00,jacob.collins,logout,True
2025-07-04 19:05:00,bradley.whitney,logout,True
2025-07-04 19:08:00,steven.johns,logout,True
2025-07-04 19:10:00,dana.duncan,logout,True
2025-07-04 19:18:00,juan.cole,logout,True
2025-07-04 19:20:00,joshua.payne,logout,True
2025-07-04 19:21:00,shelly.scott,logout,True
2025-07-04 19:26:00,pamela.adams,logout,True
2025-07-04 19:35:00,amanda.wolfe,logout,True
2025-07-04 19:36:00,nicholas.page,logout,True
2025-07-04 19:41:00,latoya.griffith,logout,True
2025-07-04 19:48:00,christina.ortega,logout,True
2025-07-04 19:48:00,seth.ballard.md,logout,True
2025-07-04 19:52:00,scott.spencer,logout,True
2025-07-04 20:08:00,deanna.boyle,logout,True
2025-07-04 20:26:00,thomas.thompson,logout,True
2025-07-04 20:45:00,paula.church,logout,True
2025-07-07 02:35:00,wesley.morgan,login,False
2025-07-07 06:14:00,ebony.torres,login,False
2025-07-07 08:00:00,jerry.tyler,login,True
2025-07-07 08:03:00,seth.ballard.md,login,True
2025-07-07 08:03:00,susan.snyder,login,True
2025-07-07 08:07:00,steven.johns,login,True
2025-07-07 08:13:00,julie.cervantes,login,True
2025-07-07 08:13:00,jose.howard,login,True
2025-07-07 08:16:00,lisa.garcia,login,True
2025-07-07 08:18:00,juan.cole,login,True
2025-07-07 08:21:00,anne.haley,login,True
2025-07-07 08:29:00,ronald.butler,login,True
2025-07-07 08:30:00,cindy.beard,login,True
2025-07-07 08:33:00,nicholas.page,login,True
2025-07-07 08:34:00,shelly.scott,login,True
2025-07-07 08:40:00,dana.duncan,login,True
2025-07-07 08:44:00,george.york,login,True
2025-07-07 08:46:00,pamela.adams,login,True
2025-07-07 08:49:00,douglas.hunt,login,True
2025-07-07 08:50:00,bradley.whitney,login,True
2025-07-07 08:53:00,victoria.garrett,login,True
2025-07-07 08:58:00,david.carson,login,True
2025-07-07 09:10:00,latoya.griffith,login,True
2025-07-07 09:16:00,charles.kirk,login,True
2025-07-07 09:18:00,deanna.boyle,login,True
2025-07-07 09:21:00,jasmine.mendez,login,True
2025-07-07 09:22:00,vincent.bowman,login,True
2025-07-07 09:23:00,joshua.payne,login,True
2025-07-07 09:26:00,renee.flores,login,True
2025-07-07 09:37:00,angela.montgomery,login,True
2025-07-07 09:39:00,keith.terry,login,True
2025-07-07 09:42:00,jacob.collins,login,True
2025-07-07 09:57:00,joseph.alvarez,login,True
2025-07-07 09:57:00,amanda.wolfe,login,True
2025-07-07 10:03:00,mrs..heather.robertson,login,True
2025-07-07 10:03:00,alex.doe,login,True
2025-07-07 10:05:00,stephen.ellis,login,True
2025-07-07 10:07:00,kimberly.gonzalez,login,True
2025-07-07 10:14:00,jason.reed,login,True
2025-07-07 10:15:00,joanna.wood,login,True
2025-07-07 10:31:00,james.gross,login,True
2025-07-07 10:34:00,rachel.wright,login,True
2025-07-07 10:37:00,thomas.thompson,login,True
2025-07-07 10:37:00,molly.williams,login,True
2025-07-07 10:39:00,ebony.torres,login,True
2025-07-07 10:40:00,janet.brooks,login,True
2025-07-07 10:42:00,christina.ortega,login,True
2025-07-07 10:43:00,paula.church,login,True
2025-07-07 10:49:00,wesley.morgan,login,True
2025-07-07 10:58:00,kevin.guzman,login,True
2025-07-07 11:38:00,christina.ortega,login,False
2025-07-07 16:09:00,alex.doe,login,False
2025-07-07 16:35:00,jerry.tyler,logout,True
2025-07-07 16:48:00,steven.johns,logout,True
2025-07-07 16:51:00,juan.cole,logout,True
2025-07-07 16:56:00,victoria.garrett,logout,True
2025-07-07 17:01:00,susan.snyder,logout,True
2025-07-07 17:06:00,cindy.beard,logout,True
2025-07-07 17:09:00,lisa.garcia,logout,True
2025-07-07 17:21:00,seth.ballard.md,logout,True
2025-07-07 17:34:00,jose.howard,logout,True
2025-07-07 17:34:00,george.york,logout,True
2025-07-07 17:43:00,nicholas.page,logout,True
2025-07-07 17:44:00,angela.montgomery,logout,True
2025-07-07 17:45:00,david.carson,logout,True
2025-07-07 17:58:00,dana.duncan,logout,True
2025-07-07 17:58:00,julie.cervantes,logout,True
2025-07-07 18:00:00,pamela.adams,logout,True
2025-07-07 18:01:00,joshua.payne,logout,True
2025-07-07 18:09:00,douglas.hunt,logout,True
2025-07-07 18:10:00,keith.terry,logout,True
2025-07-07 18:12:00,shelly.scott,logout,True
2025-07-07 18:13:00,deanna.boyle,logout,True
2025-07-07 18:16:00,anne.haley,logout,True
2025-07-07 18:18:00,renee.flores,logout,True
2025-07-07 18:18:00,ronald.butler,logout,True
2025-07-07 18:19:00,bradley.whitney,logout,True
2025-07-07 18:22:00,jasmine.mendez,logout,True
2025-07-07 18:28:00,amanda.wolfe,logout,True
2025-07-07 18:38:00,james.gross,logout,True
2025-07-07 18:40:00,molly.williams,logout,True
2025-07-07 18:43:00,latoya.griffith,logout,True
2025-07-07 18:44:00,joanna.wood,logout,True
2025-07-07 18:45:00,jacob.collins,logout,True
2025-07-07 18:47:00,stephen.ellis,logout,True
2025-07-07 18:49:00,wesley.morgan,logout,True
2025-07-07 18:51:00,vincent.bowman,logout,True
2025-07-07 18:51:00,alex.doe,logout,True
2025-07-07 18:57:00,christina.ortega,logout,True
2025-07-07 19:01:00,charles.kirk,logout,True
2025-07-07 19:06:00,thomas.thompson,logout,True
2025-07-07 19:10:00,kevin.guzman,logout,True
2025-07-07 19:19:00,jason.reed,logout,True
2025-07-07 19:26:00,joseph.alvarez,logout,True
2025-07-07 19:35:00,kimberly.gonzalez,logout,True
2025-07-07 19:35:00,paula.church,logout,True
2025-07-07 19:53:00,mrs..heather.robertson,logout,True
2025-07-07 20:07:00,rachel.wright,logout,True
2025-07-07 20:29:00,ebony.torres,logout,True
2025-07-07 20:30:00,janet.brooks,logout,True
2025-07-08 01:47:00,anne.haley,login,False
2025-07-08 03:30:00,latoya.griffith,login,False
2025-07-08 08:00:00,molly.williams,login,True
2025-07-08 08:05:00,paula.church,login,True
2025-07-08 08:12:00,ronald.butler,login,True
2025-07-08 08:12:00,juan.cole,login,True
2025-07-08 08:16:00,christina.ortega,login,True
2025-07-08 08:18:00,shelly.scott,login,True
2025-07-08 08:19:00,wesley.morgan,login,True
2025-07-08 08:21:00,dana.duncan,login,True
2025-07-08 08:29:00,david.carson,login,True
2025-07-08 08:37:00,kimberly.gonzalez,login,True
2025-07-08 08:42:00,douglas.hunt,login,True
2025-07-08 08:44:00,rachel.wright,login,True
2025-07-08 08:50:00,steven.johns,login,True
2025-07-08 08:58:00,jason.reed,login,True
2025-07-08 08:58:00,renee.flores,login,True
2025-07-08 09:07:00,vincent.bowman,login,True
2025-07-08 09:10:00,scott.spencer,login,True
2025-07-08 09:14:00,susan.snyder,login,True
2025-07-08 09:17:00,anne.haley,login,True
2025-07-08 09:19:00,thomas.thompson,login,True
2025-07-08 09:23:00,jose.howard,login,True
2025-07-08 09:26:00,keith.terry,login,True
2025-07-08 09:29:00,kevin.guzman,login,True
2025-07-08 09:34:00,julie.cervantes,login,True
2025-07-08 09:39:00,deanna.boyle,login,True
2025-07-08 09:42:00,joshua.payne,login,True
2025-07-08 09:50:00,joanna.wood,login,True
2025-07-08 09:50:00,pamela.adams,login,True
2025-07-08 09:50:00,cindy.beard,login,True
2025-07-08 09:58:00,latoya.griffith,login,True
2025-07-08 10:12:00,michelle.perez,login,True
2025-07-08 10:18:00,alex.doe,login,True
2025-07-08 10:21:00,charles.kirk,login,True
2025-07-08 10:23:00,stephen.ellis,login,True
2025-07-08 10:24:00,joseph.alvarez,login,True
2025-07-08 10:26:00,jacob.collins,login,True
2025-07-08 10:27:00,angela.montgomery,login,True
2025-07-08 10:28:00,nicholas.page,login,True
2025-07-08 10:29:00,jerry.tyler,login,True
2025-07-08 10:34:00,james.gross,login,True
2025-07-08 10:35:00,ebony.torres,login,True
2025-07-08 10:37:00,mrs..heather.robertson,login,True
2025-07-08 10:46:00,lisa.garcia,login,True
2025-07-08 10:55:00,george.york,login,True
2025-07-08 16:03:00,molly.williams,logout,True
2025-07-08 17:16:00,susan.snyder,logout,True
2025-07-08 17:20:00,vincent.bowman,logout,True
2025-07-08 17:21:00,shelly.scott,logout,True
2025-07-08 17:24:00,juan.cole,logout,True
2025-07-08 17:32:00,renee.flores,logout,True
2025-07-08 17:32:00,steven.johns,logout,True
2025-07-08 17:33:00,paula.church,logout,True
2025-07-08 17:35:00,david.carson,logout,True
2025-07-08 17:35:00,jason.reed,logout,True
2025-07-08 17:37:00,ronald.butler,logout,True
2025-07-08 17:40:00,christina.ortega,logout,True
2025-07-08 17:40:00,dana.duncan,logout,True
2025-07-08 17:40:00,wesley.morgan,logout,True
2025-07-08 17:49:00,jose.howard,logout,True
2025-07-08 18:04:00,pamela.adams,logout,True
2025-07-08 18:09:00,anne.haley,logout,True
2025-07-08 18:09:00,joanna.wood,logout,True
2025-07-08 18:12:00,kimberly.gonzalez,logout,True
2025-07-08 18:18:00,alex.doe,logout,True
2025-07-08 18:25:00,rachel.wright,logout,True
2025-07-08 18:25:00,thomas.thompson,logout,True
2025-07-08 18:28:00,angela.montgomery,logout,True
2025-07-08 18:28:00,douglas.hunt,logout,True
2025-07-08 18:31:00,jerry.tyler,logout,True
2025-07-08 18:32:00,kevin.guzman,logout,True
2025-07-08 18:35:00,ebony.torres,logout,True
2025-07-08 18:42:00,charles.kirk,logout,True
2025-07-08 18:45:00,stephen.ellis,logout,True
2025-07-08 18:45:00,scott.spencer,logout,True
2025-07-08 18:46:00,joseph.alvarez,logout,True
2025-07-08 18:48:00,michelle.perez,logout,True
2025-07-08 18:49:00,julie.cervantes,logout,True
2025-07-08 18:54:00,latoya.griffith,logout,True
2025-07-08 18:55:00,nicholas.page,logout,True
2025-07-08 19:03:00,lisa.garcia,logout,True
2025-07-08 19:05:00,jacob.collins,logout,True
2025-07-08 19:07:00,keith.terry,logout,True
2025-07-08 19:13:00,cindy.beard,logout,True
2025-07-08 19:34:00,deanna.boyle,logout,True
2025-07-08 19:40:00,joshua.payne,logout,True
2025-07-08 20:23:00,mrs..heather.robertson,logout,True
